id,uit_id,title,context,question,answers,is_impossible,plausible_answers,hop
0071-0034-0001,uit_013205,Sao Kim,"Chương trình thám hiểm Sao Kim của Hoa Kỳ cũng khởi đầu bằng thất bại của tàu Mariner một trong lúc phóng. Tàu Mariner 2 thành công hơn khi nó tồn tại được 109 ngày sau khi phóng lên quỹ đạo và ngày 14 tháng 12 năm 1962 nó trở thành phi vụ thám hiểm hành tinh đầu tiên thành công, khi tiếp cận đến Sao Kim ở khoảng cách 34.833 km. Các thiết bị đo bức xạ vi ba và hồng ngoại cho thấy trong khí các đám mây trên cao của khí quyển Sao Kim rất lạnh thì nhiệt độ bề mặt dưới hành tinh rất nóng ít nhất 425 °C, xác nhận những kết quả quan sát trước đó trên Trái Đất và cuối cùng kết thúc mọi hi vọng của nhiều người về tồn tại một sự sống trên hành tinh này. Tàu Mariner 2 cũng gửi về các số liệu khối lượng hành tinh và đơn vị hành tinh, nhưng nó đã không phát hiện thấy bất kỳ sự tồn tại nào của từ trường hành tinh hay vành đai bức xạ.",Thất bại đầu tiên của việc thám hiểm sao Kim là gì?,"{'text': [tàu Mariner một trong lúc phóng], 'answer_start': [74]}",False,,5
0124-0018-0001,uit_024212,Đồng Tháp,"Ngày 20 tháng 9 năm 1975, Bộ Chính trị ra Nghị quyết số 245-NQ/TW về việc bỏ khu, hợp tỉnh trong toàn quốc ""nhằm xây dựng các tỉnh thành những đơn vị kinh tế, kế hoạch và đơn vị hành chính có khả năng giải quyết đến mức cao nhất những yêu cầu về đẩy mạnh sản xuất, tổ chức đời sống vật chất, văn hóa của nhân dân, về củng cố quốc phòng, bảo vệ trị an, và có khả năng đóng góp tốt nhất vào sự nghiệp chung của cả nước"". Theo Nghị quyết này, tỉnh Long Châu Tiền, tỉnh Sa Đéc và tỉnh Kiến Tường sẽ hợp nhất lại thành một tỉnh, tên gọi tỉnh mới cùng với nơi đặt tỉnh lỵ sẽ do địa phương đề nghị lên.",Tỉnh nào được hợp nhất lại thành một tỉnh sau khi Bộ Chính Trị ra quyết định?,"{'text': ['tỉnh Long Châu Tiền, tỉnh Sa Đéc và tỉnh Kiến Tường'], 'answer_start': [440]}",False,,5
0002-0014-0003,uit_000134,Thực vật có hoa,"Vào thời kỳ thụ phấn thì túi phôi nằm gần với lớp màng bao phủ noãn, sao cho ống phấn hoa có thể thâm nhập vào, lớp tế bào thành ngăn trở thành có thể hấp thụ và các tế bào đực (phấn hoa) được bơm vào trong túi phôi. Được dẫn dắt bởi tế bào trứng không phát triển đầy đủ, một tế bào đực sẽ chui được vào noãn cầu và hợp nhất với nó, hai nhân kết hợp lại, trong khi một tế bào khác sẽ hợp nhất với nhân cuối cùng, hay còn được gọi là nhân nội nhũ. Điều đáng chú ý thú vị này sẽ tăng gấp đôi khả năng thụ phấn, mặc dù chỉ được phát hiện ra gần đây, đã được chứng minh là xảy ra ở nhiều họ có sự phân tách rộng, và nó xảy ra trong cả thực vật một lá mầm cũng như nguyên tản sau khoảng lặng tiếp theo sau quá trình tái tiếp sinh lực hợp nhất của các nhân có cực. Quan điểm này vẫn được duy trì bởi những người giữ quan điểm phân biệt hai hành vi của sự thụ phấn trong túi phôi, và gọi hành vi tác động của tế bào đực thứ nhất đối với tế bào trứng là thụ phấn sinh sản hay thụ phấn thực thụ, và hành vi của giao tử đực thứ hai đối với các nhân có cực là thụ phấn thực vật, nó tạo ra sự kích thích đối với sự phát triển trong tương quan với hành vi kia. Mặt khác, nếu nội nhũ là sản phẩm của hành vi thụ phấn giống như hành vi đã tạo ra phôi thì người ta phải thừa nhận rằng các thực vật sinh đôi được tạo ra trong túi phôi - một là phôi, nó sẽ trở thành thực vật hạt kín và hai là nội nhũ, có chu kỳ sống ngắn ngủi, nơi nuôi dưỡng không được phân hóa để hỗ trợ cho quá trình dinh dưỡng của phôi, thậm chí giống như là các phôi phụ trợ trong thực vật hạt trần nhiều phôi để có thể làm thuận lợi cho sự dinh dưỡng của phôi trội. Nếu đúng như vậy và nội nhũ cũng giống như phôi, là sản phẩm thông thường của hành vi sinh sản, thì sự lai giống sẽ tạo ra nội nhũ lai giống như nó tạo ra phôi lai, và ở đây (được giả thiết) chúng ta có thể có được sự giải thích cho hiện tượng giao phấn quan sát thấy ở các nội nhũ hỗn hợp của các giống ngô lai và các thực vật khác và nó là khả năng duy nhất có thể cho đến hiện nay để xác nhận rằng chúng là biểu hiện của sự mở rộng ảnh hưởng của phấn hoa đối với noãn và các sản phẩm của nó. Tuy nhiên, điều này không giải thích được sự hình thành của các quả có kích cỡ và màu sắc trung gian giữa các cây cha mẹ lai ghép chéo. Ý nghĩa của sự hợp nhất của các nhân có cực không giải thích được bởi các sự kiện mới này, nhưng nó là đáng chú ý khi cho rằng tế bào đực thứ hai đôi khi hợp nhất với nhân có cực ở đỉnh, chị em của tế bào trứng, trước khi có sự hợp nhất của nó với nhân có cực ở gốc.",Có mấy hoạt động được thực hiện trong quá trình thụ phấn của túi phôi?,"{'text': [hai], 'answer_start': [830]}",False,,5
0121-0012-0005,uit_023352,HIV/AIDS,"Nhiễm trùng cơ hội và các khối u phổ biến ở người bình thường sẽ bị tế bào miễn dịch trung gian CD4+ khống chế sau đó chúng mới ảnh hưởng đến người bệnh. Đặc trưng của mất sức đề kháng là sẽ nhanh chóng bị nhiễm vi nấm Candida species gây nên bệnh nấm miệng (còn gọi là đẹn trắng hay tưa miệng) hoặc nhiễm vi khuẩn hiếu khí Mycobacterium tuberculosis (MTB) gây bệnh lao. Sau đó, các virus herpes tiềm ẩn sẽ được kích hoạt gây tái phát ngày càng nặng hơn các tổn thương đau đớn phun trào do herpes simplex, bệnh zona, ung thư hạch bạch huyết do virus Epstein-Barr và ung thư Kaposi's sarcoma.",Còn có tên gọi nào khác của bệnh nấm miệng?,"{'text': [đẹn trắng hay tưa miệng], 'answer_start': [270]}",False,,5
0062-0012-0004,uit_011468,Hồ Quý Ly,"Quý Ly nghe vậy, bèn bí mật vào yết kiến thượng hoàng rồi cứ y tâu như lời Cự Luận. Thượng hoàng nghe vậy, bèn giả vờ vi hành về Yên Sinh, rồi sai người gọi Đế Hiễn đến bàn việc nước. Đế Hiễn đến, lập tức bị bắt rồi bị giam vào chùa Tư Phúc. Các tướng chỉ huy các phủ quân cũ như tướng chỉ huy quân Thiết Liêm là Nguyễn Khoái, Nguyễn Vân Nhi, tướng chỉ huy quân Thiết Giáp là Nguyễn Kha, Lê Lặc, tướng chỉ huy quân Thiết Sang là Nguyễn Bát Sách định đem quân vào cướp lấy vua đem ra. Đế Hiễn viết hai chữ ""Giải giáp"" đưa cho các tướng và răn bảo họ không được trái ý thượng hoàng, các tướng mới thôi. Lát sau, Nghệ Tông đưa vua xuống phủ Thái Dương và cho thắt cổ cho chết. Bấy giờ Lê Á Phu, cùng các tướng Nguyễn Khoái, Nguyễn Vân Nhi, Nguyễn Kha, Lê Lặc, Nguyễn Bát Sách và người học trò Lưu Thường vì cùng mưu với Đế Hiễn nên đều bị giết cả; chỉ có Nhập nội hành khiển tả ty Lê Dữ Nghị là bị đày ra Trại Đầu. Về sự việc này, sử gia Ngô Sĩ Liên trong tác phẩm Đại Việt sử ký toàn thư có nói rằng:",Đế Hiễn dặn các tướng điều gì?,"{'text': [không được trái ý thượng hoàng], 'answer_start': [549]}",False,,5
0068-0004-0004,uit_012619,Nhu cầu,"Trọng tâm chú ý của các nhà khoa học là xếp đặt nhu cầu theo một cấu trúc thứ bậc. Ý tưởng về thứ bậc của nhu cầu bắt đầu nảy sinh từ đầu thế kỉ trước. Benfild viết: ""Quan điểm đầu tiên của luận thuyết về nhu cầu nói rằng sự thỏa mãn nhu cầu bậc thấp trong thang độ nhu cầu sẽ sinh ra mong muốn được thỏa mãn nhu cầu bậc cao hơn"". Trong số các công trình nghiên cứu hiện đại có thể kể đến kết quả phân loại như K. Alderfer: tồn tại, quan hệ, nâng cao; D. Mc Clelland: thành quả, tham dự, quyền lực; V. Podmarcow: đảm bảo, khuynh hướng, uy tín; V. Tarasenko: tồn tại, phát triển; A. Maslow: sinh lý, an toàn, tham dự, (được) công nhận, tự thể hiện... Năm cấp bậc nhu cầu theo phân loại của A. Maslow được xếp theo hình bậc thang hay hình chóp kim tự tháp với thứ tự liệt kê như trên thể hiện quan điểm rằng sự thỏa mãn nhu cầu theo thứ tự từ dưới lên. Người ta đã chỉ ra rằng thực tế sự thỏa mãn nhu cầu không nhất thiết phải tuân theo quy luật đó.",Có phải mọi nhu cầu của con người đều tuân theo phân loại của A. Maslow?,"{'text': [không nhất thiết phải tuân theo quy luật đó], 'answer_start': [903]}",False,,5
0003-0001-0001,uit_000180,Phần mềm giáo dục,"Ngay từ đầu những năm 1940, phần cứng và phần mềm đã được sử dụng trong giáo dục và đào tạo, khi đó các nhà nghiên cứu Mỹ phát triển các mô hình tập bay sử dụng máy tính analog để tạo ra các mô phỏng cài đặt trong thiết bị dữ liệu. Một hệ thống thuộc loại này là the type19 synthetic radar trainer được xây dựng vào năm 1943. Từ những cố gắng ban đầu này, trong giai đoạn từ chiến tranh thế giới II đến giữa 1970, phần mềm giáo dục được cài đặt trực tiếp vào phần cứng, thường là các máy tính lớn. Người đi tiên phong trong giai đoạn này là PLATO (1960) được phát triển ở đại học Illinois và TICCIT (1969). Các thiết bị này có giá trên 10.000, chúng vượt ra ngoài khả năng tài chính của hầu hết các cơ quan. Một số ngôn ngữ lập trình trong giai đoạn này, đặc biệt BASIC (1963) và LOGO (1967), có thể dạy cho sinh viên và những người mới làm quen với máy tính. Plato IV, được phát hành vào 1972, hỗ trợ rất nhiều tính năng mà sau này trở thành chuẩn cho phần mềm giáo dục chạy ở máy tính trong gia đình. Những tính năng này gồm có các ảnh đồ họa, tạo ra âm thanh và hỗ trợ các thiết bị vào không qua bàn phím (như là chạm vào màn hình).",Phần cứng và phần mềm được sử dụng trong giáo dục và đào tạo bắt đầu từ thời gian nào?,"{'text': [từ đầu những năm 1940], 'answer_start': [5]}",False,,5
0115-0003-0002,uit_021695,Hải ly,"Chúng là thành viên còn lại của họ Castoridae gồm có một chi duy nhất là Castor. Nghiên cứu di truyền học cho thấy hải ly Bắc Mỹ và hải ly châu Âu là hai loài khác biệt và việc lai giống giữa chúng là không thể. Hải ly có quan hệ gần với sóc (Sciuridae), giống nhau ở một số đặc tính kì dị về hình thể như xương sọ và xương hàm dưới. Ở sóc, hai xương chính (xương chày và xương mác) của phần nửa dưới của chân là tách rời, đuôi tròn và có nhiều lông, thích sống trên cây và trên cạn. Ở hải ly, các xương nói trên nằm gần sát nhau ở phần dưới, đuôi dẹp, rộng bản và có vảy, thích sống dưới nước.",Loài nào có quan hệ gần với hải ly?,"{'text': [sóc], 'answer_start': [238]}",False,,5
0062-0003-0008,uit_011403,Hồ Quý Ly,"Hồ Quý Ly trước có tên là Lê Quý Ly (黎季犛), biểu tự Lý Nguyên (理元). Ông sinh năm Ất Hợi (1335), quê ở Đại Lại, Vĩnh Lộc (nay là xã Hà Đông, huyện Hà Trung, Thanh Hóa). Tổ tiên Hồ Quý Ly là Hồ Hưng Dật, vốn là người Chiết Giang bên Trung Quốc, thời Hậu Hán (947-950), sang sinh sống ở Châu Diễn (tức vùng Diễn Châu, Nghệ An). Đến thời loạn mười hai sứ quân, họ Hồ dời vào hương Bào Đột (nay là xã Quỳnh Lâm, Quỳnh Lưu, Nghệ An) và trở thành một trại chủ. Đến thời Lý, trong họ có người lấy Nguyệt Đích công chúa, sinh ra Nguyệt Đoan công chúa. Đời cháu thứ 12 của Hồ Hưng Dật là Hồ Liêm dời đến ở hương Đại Lại, Vĩnh Lộc, Thanh Hóa. Hồ Liêm làm con nuôi của Tuyên úy Lê Huấn rồi lấy họ Lê làm họ của mình. Hồ Quý Ly là cháu 4 đời của Lê Huấn, khi lên làm vua thì đổi lại họ Hồ.",Quê quán của tổ tiên Hồ Quý Ly thuộc tỉnh nào của Việt Nam hiện nay?,"{'text': [], 'answer_start': []}",True,"{'text': [Thanh Hóa], 'answer_start': [155]}",5
0023-0002-0006,uit_004017,Pyrit,"Khoáng vật này có mặt như là các tinh thể đẳng cực thường xuất hiện dưới dạng các khối lập phương. Các mặt của lập phương có thể có sọc (các đường song song trên mặt tinh thể hay mặt cát khai) do kết quả của sự xen kẽ các khối lập phương với các mặt diện pyrit. Pyrit cũng hay xuất hiện dưới dạng các tinh thể bát diện và dạng diện pyrit (hình thập nhị diện với các mặt ngũ giác). Nó có mặt gãy hơi không đều và concoit, độ cứng Mohs khoảng 6–6,5, tỷ trọng riêng khoảng 4,95–5,10. Nó giòn và có thể nhận dạng trên thực địa do có mùi đặc trưng để phân biệt, được giải phóng ra khi mẫu vật bị tán nhỏ.","Vì sao trên tinh thể pyrit, các mặt của bát diện lại có sọc?","{'text': [], 'answer_start': []}",True,"{'text': [kết quả của sự xen kẽ các khối lập phương với các mặt diện pyrit], 'answer_start': [196]}",5
0047-0006-0006,uit_007593,Tính từ,"Trong nhiều ngôn ngữ, các tính từ có thể được so sánh. Trong tiếng Anh, ví dụ, chúng ta có thể nói một chiếc xe hơi là to (big), to hơn (bigger) xe khác, hay to nhất biggest trong tất cả các xe. Tuy nhiên không phải tất cả các tính từ cho vay mượn mình để so sánh; ví dụ, tính từ tiếng Anh extinct (đã tắt, lạc hậu, đã chết, đã diệt vong) không được xem là có thể so sánh được, việc miêu tả cái này ""more extinct"" hơn cái kia là vô nghĩa. Tuy nhiên ngay cả các tính từ không thể so sánh được nhất vẫn thỉnh thoảng được so sánh; ví dụ một người có thể nói một ngôn ngữ chưa được biết tới là ""more extinct"" hơn một ngôn ngữ đã được sử dụng/tài liệu hóa rộng rãi với việc phục vụ học thuật nhưng không có người nói. Đây không phải là phép so sánh về cấp độ cường độ của tính từ, mà là cấp độ mà đối tượng phù hợp với định nghĩa của tính từ.","Không phải tất cả tính từ cho vay mượn mình để so sánh, hãy kể tên một định nghĩa trong tiếng Anh để chứng minh luận điểm trên?","{'text': [], 'answer_start': []}",True,"{'text': ['extinct (đã tắt, lạc hậu, đã chết, đã diệt vong)'], 'answer_start': [290]}",5
0085-0002-0004,uit_015341,Tôm tít,"Tôm tít được nuôi làm vật cảnh trong bể cá cảnh nước mặn và việc nuôi cảnh này có thể đóng vai trò nhất định trong quá trình nghiên cứu đời sống còn nhiều bí ẩn của tôm tít. Tuy nhiên, nhiều người nuôi cảnh khác lại cho chúng là vật hại vì chúng có thể đục lỗ trong các bộ xương san hô chết và trốn trong đó; những mẩu san hô này thường được thu thập vì chúng rất hữu dụng trong các bể cá cảnh. Vì vậy, chuyện tôm tít còn sót trong mẩu san hô nhào ra tấn công các loài cá cảnh, tôm cảnh,... là chuyện thường xảy ra. Đồng thời chúng rất khó bắt khi đã nằm trong bể và có trường hợp tôm tít đã đập vỡ thành của các bể cá thủy tinh.",Tôm tít gây hại gì cho bể cá cảnh không có san hô?,"{'text': [], 'answer_start': []}",True,"{'text': [chúng có thể đục lỗ trong các bộ xương san hô chết và trốn trong đó], 'answer_start': [240]}",5
0102-0013-0003,uit_018935,Sao Hải Vương,"Các mô hình khí quyển cho rằng tầng đối lưu của Sao Hải Vương có những dải mây với nhiều thành phần thay đổi phụ thuộc vào cao độ của chúng. Những đám mây cao nhất hình thành ở áp suất dưới 1 bar, nơi nhiệt độ phù hợp cho khí mêtan ngưng tụ. Những vùng có mức áp suất từ 1 đến 5 bar (100 - 500 kPa) có thể hình thành các đám mây amoniac và hiđrô sunfit. Với áp suất trên 5 bar, các đám mây có thể chứa amoniac, amonium sulfide, hiđrô sunfit và nước. Các đám mây băng nước hình thành ở độ sâu với mức áp suất 50 bar (5 MPa), nhiệt độ đạt 0 °C. Bên dưới mức này, cũng có thể có đám mây amoniac và and hiđrô sunfit.",1 bar bằng bao nhiêu kPa?,"{'text': [100], 'answer_start': [284]}",False,,5
0040-0001-0005,uit_006285,Cholesterol,"Cholesterol là một chất béo steroid, mềm, màu vàng nhạt, có ở màng tế bào của tất cả các mô trong cơ thể, và được vận chuyển trong huyết tương của mọi động vật. Nó được sản xuất hàng ngày trong gan (nguồn gốc nội sinh), mỗi ngày từ 1,5g – 2g. Nguồn gốc cholesterol ngoại sinh là từ việc ăn uống các chất mỡ động vật. Cholesterol hiện diện với nồng độ cao ở các mô tổng hợp nó hoặc có mật độ màng dày đặc, như gan, tuỷ sống, não và mảng xơ vữa động mạch. Cholesterol đóng vai trò trung tâm trong nhiều quá trình sinh hoá, nhưng lại được biết đến nhiều nhất do liên hệ đến bệnh tim mạch gây ra bởi nồng độ cholesterol trong máu tăng.",Nguồn gốc ngoại sinh của cholesterol là từ đâu?,"{'text': [việc ăn uống các chất mỡ động vật], 'answer_start': [282]}",False,,5
0115-0005-0010,uit_021721,Hải ly,"Hải ly thường bị đánh bẫy để lấy da. Suốt đầu thế kỷ 19, việc đánh bẫy đã làm tuyệt chủng loài thú này khỏi các vùng lớn nơi sinh sống gốc của chúng. Tuy nhiên sau khi được bảo vệ, cấm săn bắt, hải ly châu Mỹ gần như hoàn toàn sinh sôi trở lại vào thập niên 1940. Da hải ly được dùng làm quần áo và mũ. Việc thám hiểm Bắc Mỹ xưa kia có chủ đích là tìm da của loài thú này. Người bản thổ và những dân định cư kia xưa cũng ăn thịt loài thú này. Số lượng hải ly hiện tại được ước đoán có khoảng 10 đến 15 triệu con; có ước tính nói rằng số lượng hải ly châu Mỹ có lẽ vào một thời điểm nào đó lên đến 90 triệu con.",Việc những nhà thám hiểm Bắc Mỹ hay săn giết hải ly vì chúng có giá trị gì?,"{'text': [Da hải ly được dùng làm quần áo và mũ], 'answer_start': [264]}",False,,5
0124-0011-0004,uit_024160,Đồng Tháp,"Sau Cách mạng tháng Tám năm 1945, tỉnh Sa Đéc, tỉnh Long Xuyên và tỉnh Châu Đốc nằm trong danh sách 21 tỉnh ở Nam Bộ. Lúc này, Ủy ban Kháng chiến Hành chánh Nam bộ chủ trương bỏ cấp tổng, bỏ đơn vị làng, thống nhất gọi là xã, đồng thời bỏ danh xưng quận, gọi thay thế bằng huyện. Chính quyền Việt Nam Cộng hòa đến năm 1956 cũng thống nhất dùng danh xưng là xã, tuy nhiên vẫn gọi là quận cho đến năm 1975. Đồng thời, chính quyền Việt Minh cũng cho thành lập thị xã Sa Đéc trực thuộc tỉnh Sa Đéc trên cơ sở tách đất làng Tân Vĩnh Hòa và các vùng lân cận.",Danh xưng quận vẫn còn tồn tại cho đến năm bao nhiêu?,"{'text': [1975], 'answer_start': [399]}",False,,5
0062-0009-0006,uit_011449,Hồ Quý Ly,"Kể từ khi giành toàn thắng trong các trân sông Ngu và cửa Thần Đầu, quân thế Đại Việt đã tốt hơn nhiều. Do vậy, tháng 1 năm 1383, Trần Nghệ Tông ra lệnh cho Lê Quý Ly đem quân vào đến Lại Bộ Nương Loan (ở huyện Kỳ Anh, Hà Tĩnh ngày nay) nhưng gặp phải bão đánh nát mất nhiều thuyền chiến, vì vậy lại phải rút quân về. Sang tháng 6, Chế Bồng Nga cùng với đại tướng La Khải đem quân đi đường núi ra đóng ở đất Quảng Oai (nay thuộc Ba Vì, Hà Nội). Trần Nghệ Tông sai tướng Mật Ôn đi đánh, nhưng bị quân Chiêm bắt. Nghệ Tông sợ hãi, chạy khỏi Thăng Long, người học trò Nguyễn Mộng Hoa mặc nguyên quần áo lội xuống nước cản Thượng hoàng hãy ở lại chống quân Chăm Pa nhưng Nghệ Tông không nghe. Nguyễn Đa Phương ngày đêm đốc suất quân sĩ dựng rào chắn bảo vệ kinh thành, tháng 12 quân Chiêm dẫn quân về.",Quân Chiêm dẫn quân vào Thăng Long tháng mấy?,"{'text': [], 'answer_start': []}",True,"{'text': [tháng 12], 'answer_start': [765]}",5
0124-0015-0006,uit_024192,Đồng Tháp,"Chính quyền Cách mạng khi đó cũng đồng thời tách xã Mỹ Trà và các vùng lân cận để thành lập thị xã Cao Lãnh thuộc tỉnh Kiến Phong. Như vậy, lúc bấy giờ thị xã Cao Lãnh và huyện Cao Lãnh cùng là hai đơn vị hành chính cấp huyện ngang bằng nhau. Sau đó, chính quyền Cách mạng cũng cho thành lập thêm huyện Kiến Văn, huyện Mỹ An và huyện Thanh Bình như phía chính quyền Việt Nam Cộng hòa. Tỉnh Kiến Phong khi đó gồm các đơn vị hành chính trực thuộc: thị xã Cao Lãnh, huyện Cao Lãnh, huyện Mỹ An (ngày nay là huyện Tháp Mười), huyện Kiến Văn, huyện Thanh Bình, huyện Hồng Ngự. Tháng 12 năm 1965 tỉnh Kiến Phong nhận thêm huyện Chợ Mới từ tỉnh An Giang (trước năm 1956 thuộc tỉnh Long Xuyên).",Thị xã Cao Lãnh được sáp nhập với khu vực nào?,"{'text': [], 'answer_start': []}",True,"{'text': [xã Mỹ Trà và các vùng lân cận], 'answer_start': [49]}",5
0053-0068-0006,uit_008868,Michael Jackson,"Ông giành giải thưởng tiên phong của MTV vào năm 1988 và giải MTV Nghệ sĩ video của thập niên 1990 nhằm tôn vinh thành tựu nghệ thuật trong video ca nhạc của ông trong suốt thập niên 1980; vào năm 1991, giải thưởng được đổi sang tên ông để vinh danh ông. Video âm nhạc gây tranh cãi ""Black or White"" khởi chiếu cùng lúc vào ngày 14 tháng 11 năm 1991 tại 27 quốc gia với lượng người xem lên tới 500 triệu người, một kỷ lục vào thời điểm đó. Video có nhiều cảnh mang tính gợi dục và bạo lực. Những cảnh quay gây khó chịu ở nửa cuối video dài 14 phút được điều chỉnh lại nhằm tránh khỏi lệnh cấm chiếu và Jackson đã lên tiếng xin lỗi công chúng. Cùng với Jackson, những diễn viên khác như Macaulay Culkin, Peggy Lipton và George Wendt cũng xuất hiện trong video. Video ""Remember the Time"" được đầu tư kỹ lưỡng và trở thành một trong những video dài nhất của ông, với thời lượng hơn 9 phút. Lấy bối cảnh là Ai Cập cổ đại, nhà sản xuất phải sử dụng nhiều hiệu ứng thị giác, với sự tham gia của diễn viên Eddie Murphy, người mẫu Iman và vận động viên bóng rổ Magic Johnson trong nhiều vũ đạo phức tạp. ""In the Closet"" là một trong những video gợi cảm nhất của Jackson; siêu mẫu Naomi Campbell xuất hiện trong video và thực hiện những điệu múa tình tứ với Jackson. Video bị cấm chiếu tại Nam Phi.","Vì sao ""Black or White"" phải thay đổi nội dung?","{'text': [], 'answer_start': []}",True,"{'text': [Video có nhiều cảnh mang tính gợi dục và bạo lực], 'answer_start': [440]}",5
0030-0002-0004,uit_004804,Giấy phép Tài liệu Tự do GNU,"Vào ngày 1 tháng 12 năm 2007, Jimmy Wales thông báo rằng những cuộc thảo luận và đàm phán lâu dài giữa Quỹ Phần mềm Tự do, Creative Commons, Quỹ Wikimedia và những tổ chức khác đã đưa ra một đề xuất được cả Quỹ Phần mềm Tự do lẫn Creative Commons hỗ trợ để điều chỉnh Giấy phép Tài liệu Tự do sao cho nó cho phép Quỹ Wikimedia có khả năng chuyển các dự án sang giấy phép Creative Commons Ghi công - Chia sẻ tương tự (CC-BY-SA) tương tự. Những thay đổi này được hiện thực trong Phiên bản 1.3 của GFDL.",Phiên bản nào sẽ thực hiện những thay đổi về sự điều chỉnh Giấy phép Tài liệu Tự do GNU?,"{'text': [Phiên bản 1.3 của GFDL], 'answer_start': [477]}",False,,5
0040-0005-0006,uit_006321,Cholesterol,"Các hạt lipoprotein tỉ trọng cao (HDL) được tổng hợp và chuyển hoá ở gan và ruột. HDL sơ khai lấy cholesterol từ mô ngoại biên; quá trình này được hỗ trợ bởi men lecithin:cholesterol acyltransferase (LCAT) trong hệ tuần hoàn qua phản ứng ester hoá cholesterol tự do. Khi cholesterol được ester hoá, nó tạo gradient nồng độ và hút cholesterol từ mô ngoại biên và từ các lipoprotein khác và trở nên ít đặc hơn. Song song đó, protein di chuyển cholesterol ester (cholesterol ester transfer protein) lại mang cholesterol ester từ HDL sang VLDL, LDL và một phần nhỏ hơn sang chylomicron, làm giảm gradient nồng độ và cho phép triglyceride di chuyển theo chiều ngược lại, từ đó làm giảm ức chế LCAT do sản phẩm. Vì vậy, phần lớn cholesterol ester được tạo bởi LCAT sẽ được vận chuyển về gan qua phần còn lại của VLDL (IDL) và LDL. Đồng thời, HDL giàu triglyceride sẽ giải phóng triglyceride ở gan khi bị bắt giữ hoặc khi triglyceride được thuỷ phân bởi lipase gan nhạy cảm heparin (heparin-releasable hepatic lipase). Số lượng các hạt HDL to càng nhiều thì hệ quả sức khoẻ càng tốt; và ngược lại, số lượng này càng ít thì càng có nguy cơ xơ vữa động mạch. (Các xét nghiệm lipid truyền thống không cho biết được kích thước và số lượng của các hạt LDL và HDL.)",Tình trạng sức khỏe càng tốt khi các hạt LCAT có đặc điểm như thế nào?,"{'text': [], 'answer_start': []}",True,"{'text': [Số lượng các hạt HDL to càng nhiều], 'answer_start': [1012]}",5
0090-0005-0006,uit_016108,Tầng đối lưu,"Việc đo sự thay đổi nhiệt độ theo độ cao trong tầng đối lưu và tầng bình lưu giúp nhận ra vị trí của khoảng lặng đối lưu. Tại tầng đối lưu thì nhiệt độ giảm theo độ cao nhưng ngược lại, trong tầng bình lưu thì nhiệt độ ban đầu giữ ở mức không đổi rồi sau đó lại tăng lên theo độ cao. Khu vực của khí quyển mà tỷ lệ giảm nhiệt thay đổi dấu từ dương (tầng đối lưu) sang âm (tầng bình lưu) được xác định như là khoảng lặng đối lưu. Vì thế, khoảng lặng đối lưu là lớp nghịch nhiệt và ở đây chỉ có rấtít sự pha trộn giữa hai tầng của khí quyển.",Ta được lợi ích gì khi đo tỷ lệ nhiệt độ của tầng đối lưu đối với tầng bình lưu?,"{'text': [], 'answer_start': []}",True,"{'text': [giúp nhận ra vị trí của khoảng lặng đối lưu], 'answer_start': [77]}",5
0134-0018-0004,uit_026472,Elizabeth I của Anh,"Năm 1565, Mary kết hôn với Huân tước Darnley, người tuyên bố quyền kế thừa ngai vàng nước Anh. Tuy vậy, cuộc hôn nhân là điểm khởi đầu một chuỗi những sai lầm khiến Mary mất quyền kiểm soát vào tay những người Kháng Cách Scotland và Elizabeth. Darnley bị mất lòng dân và mang tiếng xấu khi xử lý vụ án mạng David Rizzio, một thư ký người Ý của Mary. Tháng 2 năm 1567, Darnley bị James Hepburn, Bá tước xứ Bothwell giết chết. Tháng 5 năm 1657, Mary kết hôn với Bothwell, dấy lên những nghi ngờ cho rằng Nữ vương đồng mưu giết chồng.",Darnley đã chết dưới tay ai?,"{'text': [James Hepburn], 'answer_start': [379]}",False,,5
